Avg PM2.5,Avg AQI Value,Avg Max Temp,Avg Dew Temp,Avg Wind Speed,Avg Humidity
16,53.57142857,62.28571429,44.28571429,9.142857143,67.71428571
8.528571429,35.14285714,72.85714286,30.85714286,8.285714286,43.64285714
11.28571429,46.28571429,68.42857143,42.71428571,7.428571429,60.92857143
10.54285714,40.85714286,63.85714286,43.42857143,8,64.71428571
9.7,37.42857143,65.14285714,47.71428571,9.571428571,71.28571429
12.91428571,47.85714286,70.71428571,43.85714286,9.428571429,60
9.442857143,38.57142857,73.28571429,39.14285714,9.285714286,54.71428571
9.814285714,39.71428571,70.42857143,48.14285714,9.428571429,65.85714286
14.74285714,49.42857143,73,53.85714286,9.428571429,72.14285714
10.22857143,41.85714286,69.42857143,53.28571429,7.714285714,73.21428571
16.02857143,58.85714286,74.42857143,54.42857143,8.714285714,71
16.28571429,59.71428571,74.14285714,53.71428571,8.857142857,67.85714286
17.24285714,60.71428571,73.85714286,55,8.571428571,68.71428571
13.22857143,51,75,53,8.285714286,65.57142857
12.1,48.57142857,74,54.14285714,9.571428571,65.92857143
11.41428571,47.14285714,74.42857143,56.14285714,8.714285714,70
10.2,42.14285714,74.57142857,55.57142857,9,69.42857143
10.57142857,43.85714286,79,55.14285714,8.857142857,64.35714286
14.25714286,52.28571429,77.14285714,56.71428571,7.857142857,69.71428571
12.22857143,46.85714286,80.71428571,57.71428571,9.142857143,66.57142857
11.97142857,49.14285714,82,58.14285714,8.285714286,66.71428571
11.61428571,48.28571429,78.85714286,57.71428571,8.142857143,68.5
11.87142857,48,83.42857143,59.57142857,8.428571429,65.71428571
13.05714286,51.85714286,89.28571429,60.85714286,8.142857143,58.28571429
11.67142857,47.57142857,88.42857143,60,8.285714286,58.78571429
11.07142857,45.57142857,87.14285714,59.14285714,8.571428571,58
11.22857143,46.14285714,85.57142857,61.14285714,8.428571429,62.21428571
14.42857143,55.14285714,91.85714286,58.71428571,7.142857143,56.21428571
13.22857143,52.57142857,81,58.85714286,8.428571429,67.57142857
8.528571429,35.57142857,76,55.57142857,8.857142857,66.35714286
10.12857143,41.28571429,86.57142857,55.42857143,6.571428571,66.92857143
6.128571429,25.71428571,79.14285714,44,8.285714286,47.21428571
19.9,66.57142857,76.85714286,50.42857143,7.285714286,62.71428571
13.02857143,46.71428571,76.57142857,44.14285714,9.714285714,55.78571429
10.65714286,41.57142857,73.14285714,35.85714286,7.428571429,46.78571429
16.98571429,56.85714286,74.28571429,52.14285714,7.714285714,69.92857143
18.57142857,60.85714286,67.71428571,55.28571429,7.428571429,79.92857143
24.44285714,73.42857143,67.42857143,54.71428571,7,80.57142857
17.84285714,57,65.57142857,45.57142857,7.142857143,65.07142857
7.828571429,31.85714286,63,36.14285714,7.428571429,53
10.64285714,42.57142857,63.71428571,41.85714286,8.428571429,62.14285714
15.64285714,57.14285714,62.42857143,31.28571429,7.428571429,53.21428571
16.98571429,58.71428571,64.57142857,35.57142857,9.285714286,53.21428571
13.84285714,53.85714286,65.71428571,21.85714286,7.714285714,36.07142857
12.28571429,50.14285714,76.14285714,29.71428571,8.142857143,39.42857143
14.62857143,53.85714286,68,40.28571429,8,52.92857143
26.58571429,80.71428571,66,45.28571429,8.285714286,66.35714286
17.82857143,62.85714286,67.14285714,35.85714286,7.714285714,54.14285714
12.42857143,47.57142857,66.28571429,35.71428571,10,52.35714286
14.07142857,54.42857143,74,29.57142857,8.714285714,43.78571429
16.08571429,57,67.85714286,44.85714286,8.571428571,63.71428571
25.68571429,80.28571429,75.42857143,46.57142857,7.857142857,60.42857143
30.38571429,90.14285714,68.57142857,49.71428571,8.857142857,69.78571429
31.3,91.71428571,73,51.28571429,8.285714286,67.42857143
20.57142857,68.57142857,70.14285714,52.14285714,10.14285714,72.35714286
17.64285714,61.42857143,72.85714286,45,9.285714286,57
11.92857143,46.85714286,74.14285714,36,11,44.14285714
21.24285714,70.28571429,72.14285714,51,9.428571429,64.07142857
21.75714286,71.42857143,78,48.57142857,9,60.78571429
19.24285714,66.14285714,72.57142857,52.71428571,9.857142857,65.57142857
23.74285714,75.57142857,77.85714286,54.14285714,9.142857143,62.42857143
19.7,66.71428571,75.42857143,54.57142857,10.42857143,65.07142857
22.98571429,73.85714286,75.14285714,56.85714286,9,69.57142857
19.08571429,65.71428571,75.14285714,56.85714286,7.857142857,68.28571429
20.77142857,69.14285714,77.14285714,55.71428571,9.142857143,65.21428571
17.14285714,61.57142857,79.28571429,58.71428571,8,67.92857143
22.31428571,72.42857143,87.28571429,62,8.428571429,65.85714286
24.88571429,78.14285714,81,61.28571429,8.714285714,69.14285714
19.75714286,67.14285714,83.28571429,58,9,65.07142857
19.31428571,66.14285714,79,59.85714286,8.571428571,70.57142857
18.9,65.28571429,76.42857143,57.42857143,8.285714286,70.14285714
21.64285714,70.85714286,77.57142857,57.28571429,7,68.71428571
25.15714286,78.71428571,79.85714286,58.42857143,8.428571429,68.42857143
22.81428571,73.42857143,81.42857143,59.14285714,8.285714286,68.14285714
16.15714286,59.57142857,89.28571429,58.85714286,8.571428571,57.78571429
16.04285714,59,91.14285714,62.42857143,8.857142857,60.42857143
18.22857143,64,80.14285714,59,8.571428571,69.78571429
23.78571429,75.71428571,80.28571429,59.14285714,8.142857143,68.71428571
11.25714286,46.14285714,82.57142857,47.71428571,10,48.78571429
16.5,59.14285714,82.85714286,51.28571429,8.142857143,56.78571429
14.4,53.71428571,76.71428571,47.57142857,9.428571429,57.21428571
15.04285714,55.85714286,82.57142857,44.71428571,8.571428571,49
34.51428571,99.14285714,72.71428571,54.85714286,8,73.07142857
14.45714286,53,75.57142857,46.71428571,8.142857143,59.57142857
16.17142857,57.42857143,77.28571429,43.85714286,6.571428571,55.64285714
19.34285714,65.42857143,79.57142857,46,7.571428571,54.71428571
13.22857143,50.42857143,66.85714286,50,7.428571429,69.78571429
14.01428571,54,71.14285714,44,7.571428571,57.92857143
11.74285714,46.85714286,66.14285714,37.85714286,7.857142857,55.14285714
16.75714286,58.71428571,66.57142857,28.85714286,6.857142857,44.78571429
15.78571429,57.14285714,71.57142857,40.14285714,7.571428571,55.14285714
17.51428571,60.85714286,75.85714286,35,6.571428571,47.42857143
25.65714286,78.57142857,74.28571429,37.57142857,6,53
29.57142857,88,70.57142857,39.14285714,6.714285714,56.64285714
19.91428571,67.42857143,80.14285714,32.85714286,4,40.28571429
21.31428571,70.57142857,77.85714286,37.57142857,6,46.92857143
26.35714286,80,69,48.14285714,7.714285714,66.64285714
11.31428571,43.71428571,63.14285714,39.85714286,8.714285714,59.42857143
29,86.85714286,74.28571429,48.57142857,8.428571429,66.78571429
22.18571429,70.14285714,72.85714286,48.71428571,8.285714286,60
15.47142857,54.57142857,66.57142857,52.85714286,9.428571429,77.64285714
12.94285714,50,77.85714286,43.57142857,9.714285714,51.14285714
19.58571429,66.71428571,77.57142857,50.14285714,9.428571429,60.35714286
18.77142857,63.42857143,67.14285714,50.42857143,10,69.57142857
10.78571429,42.57142857,68.57142857,46.85714286,12.42857143,62.57142857
16.27142857,59.42857143,79,44.71428571,10,51.64285714
24.02857143,76,72.28571429,50.71428571,8.714285714,64.5
21.87142857,71.42857143,73.57142857,51.57142857,10,62.14285714
15.74285714,57.85714286,80.28571429,41.14285714,10.42857143,47.64285714
17.27142857,61.85714286,77.85714286,46.85714286,11,52.28571429
14.75714286,56,87.85714286,36.28571429,11.85714286,36.28571429
19.91428571,67,77.28571429,51.85714286,9,59
23.84285714,75.85714286,75.71428571,57.28571429,8.857142857,69.21428571
24.92857143,78,78.28571429,55,8.571428571,65
25.82857143,79.85714286,75.14285714,56.85714286,9.428571429,70.57142857
22.61428571,73.14285714,75.14285714,55.14285714,8.857142857,67.5
26.17142857,80.57142857,78,59,9.142857143,71.28571429
24.52857143,77.14285714,78.42857143,61.42857143,9.285714286,75.64285714
29.6,89.57142857,84.42857143,61.71428571,9,67.5
17.35714286,62,81,61,10.28571429,67.28571429
22.02857143,71.85714286,86.85714286,61.85714286,8.857142857,62.21428571
20.44285714,68.57142857,83.42857143,61.28571429,9.714285714,66.78571429
20.25714286,68.28571429,85,60.85714286,9.285714286,65.92857143
16.6,60.28571429,83.85714286,60.71428571,9.142857143,64.5
18.98571429,65.42857143,86.85714286,58.85714286,9.142857143,59.42857143
22.42857143,72.85714286,84,62.71428571,8.714285714,66.71428571
22.05714286,72,90.28571429,60.14285714,9.571428571,56.57142857
19.75714286,67,90.28571429,61,9,57.35714286
16.55714286,60.42857143,82.28571429,59.57142857,9.428571429,65.64285714
15.85714286,58.71428571,88.14285714,50.42857143,9.285714286,52.78571429
21.11428571,69.85714286,86.71428571,57.71428571,8,59.92857143
21.52857143,70.14285714,78.71428571,59.28571429,9,68.57142857
20.01428571,67.85714286,81.42857143,56.42857143,8.142857143,62.64285714
13.72857143,51.14285714,75.57142857,51.57142857,8.857142857,60.07142857
19.35714286,65.57142857,82.42857143,42.42857143,7.428571429,47.5
14.75714286,54.42857143,72,48.14285714,8,61.21428571
11.58571429,46.71428571,75.28571429,40,8.142857143,49.92857143
14.37142857,54.42857143,77.71428571,40.57142857,8,51.85714286
17.12857143,60.71428571,72.71428571,52.14285714,8.285714286,66.07142857
15.52857143,56.28571429,64.85714286,48.14285714,9.857142857,70.71428571
24.41428571,77.28571429,70.42857143,47.57142857,5.714285714,64.35714286
19.15714286,63.14285714,70.28571429,38.42857143,7,52.35714286
18.31428571,63.85714286,60.28571429,32.71428571,8.714285714,55.14285714
17.47142857,57.71428571,75.57142857,40.28571429,7,47.92857143
15.41428571,53.28571429,71.57142857,43.85714286,8,58.85714286
25.5,77.57142857,73.28571429,40.85714286,7,54
8.757142857,35.71428571,75.42857143,46.28571429,7.571428571,54.71428571
33.45714286,97.85714286,74.85714286,51.14285714,7.428571429,65.21428571
17.28571429,60,76.28571429,49,7.714285714,60.28571429
16.58571429,53.85714286,69.42857143,47.14285714,9,63.92857143
6.057142857,24.57142857,66.85714286,46.57142857,8.571428571,64.28571429
14.25714286,51.57142857,78.57142857,42.85714286,8.428571429,50.57142857
15.01428571,55.42857143,81,52,8.714285714,62.14285714
9.114285714,38,74.85714286,42.42857143,10.28571429,54.71428571
11.07142857,45,77,45.42857143,10.71428571,52.85714286
10.61428571,43.28571429,71.14285714,50,8.285714286,65
11.51428571,45.71428571,82.28571429,48.57142857,10.71428571,52.57142857
10.75714286,43.42857143,69.28571429,49.85714286,9.142857143,66.14285714
11.25714286,45.57142857,70.28571429,51.28571429,9.428571429,67.28571429
7.514285714,31.14285714,71.28571429,51.57142857,9,67.21428571
12.81428571,48.85714286,73.28571429,54.14285714,10.57142857,69.14285714
10.11428571,40.85714286,73.28571429,55.28571429,8.714285714,70.21428571
9.871428571,40.71428571,77.14285714,59.57142857,8.428571429,73.78571429
17.22857143,61.28571429,80,59.57142857,8.857142857,71.71428571
15.01428571,56.57142857,81.14285714,58.85714286,9.428571429,70.42857143
11.72857143,47.71428571,84.57142857,60.57142857,9.428571429,63.64285714
9.314285714,37.42857143,76.14285714,58.57142857,8.857142857,70
9.528571429,40,82.71428571,59.71428571,9.142857143,66.21428571
6.714285714,28,84.57142857,65,10.28571429,70.5
12.97142857,51.71428571,83.42857143,63.14285714,9,69.71428571
11.62857143,47.42857143,83,60.42857143,9.571428571,66.35714286
13.82857143,53.28571429,90.28571429,60.85714286,8.571428571,57.78571429
15.44285714,58,83.28571429,62.28571429,9,66.71428571
14.12857143,54.14285714,90.57142857,63,8.714285714,59.35714286
10.27142857,42.71428571,86.57142857,58.42857143,8.857142857,58.5
9.371428571,39.14285714,91,62.14285714,9,57.28571429
10.97142857,44.57142857,86.71428571,60.85714286,9,62.14285714
14.81428571,56.14285714,89.71428571,63.85714286,8.571428571,66
9.571428571,39.57142857,82.42857143,59.42857143,8.714285714,63.92857143
10.5,42.42857143,94.28571429,59,8,53.35714286
8.685714286,36.14285714,81,61.14285714,8.571428571,66.71428571
11.14285714,44.42857143,84.14285714,51.57142857,8.857142857,53.35714286
7.671428571,31.71428571,78,42.14285714,9.428571429,47.85714286
8.114285714,33.71428571,74.28571429,32.57142857,9,40.35714286
9.371428571,38.57142857,75.14285714,30,9.857142857,37.57142857
8.928571429,37,76.42857143,34.42857143,7.285714286,39.64285714
7.828571429,32.71428571,69.57142857,28.57142857,7.285714286,38.64285714
14.75714286,52.42857143,75.57142857,40.28571429,6.714285714,51.71428571
6.671428571,27.71428571,63.71428571,34,10.42857143,46.35714286
10.82857143,44.28571429,64.42857143,43.85714286,7.857142857,67.14285714
8.514285714,35,62.14285714,36.14285714,9.714285714,57.57142857
13.91428571,53.57142857,62.42857143,29.42857143,7.714285714,47.85714286
8.7,35.28571429,61.28571429,45.71428571,8.714285714,72.78571429
16.4,57.71428571,66.42857143,46.85714286,7.857142857,68.14285714
12.21428571,48.42857143,67.71428571,50.71428571,7.285714286,71.92857143
10.37142857,40.71428571,69.71428571,40.71428571,8.857142857,53.85714286
6.257142857,26.14285714,73,29,8.428571429,35.14285714
14.64285714,52,84.57142857,40.57142857,7.714285714,43.85714286
10.44285714,41.85714286,75.14285714,47.71428571,8.857142857,60.21428571
16.48571429,55.85714286,78.42857143,43.57142857,8.285714286,53.21428571
19.38571429,61,69.71428571,52.57142857,10,74.14285714
7.485714286,31.42857143,70.85714286,48.71428571,9,62.85714286
14.01428571,50.85714286,76.71428571,47.42857143,9.571428571,59
10.82857143,44,75.14285714,46.71428571,10.28571429,55.71428571
10.54285714,41.42857143,71,53.85714286,8.714285714,70.85714286
9.071428571,38,83,41.71428571,10.57142857,44
9.528571429,39.71428571,73,48,12.28571429,57.21428571
13.24285714,52.28571429,71.42857143,51.71428571,10.42857143,68.07142857
6.085714286,25.28571429,69.14285714,52.85714286,9.142857143,69.28571429
10.67142857,43,73,55.57142857,9,69.92857143
6.728571429,28,71.14285714,51.14285714,10.85714286,63.28571429
11.7,47,73,55,9.714285714,69.35714286
13.92857143,52.57142857,76.85714286,57.28571429,9.142857143,72.71428571
9.071428571,36.42857143,72.28571429,56.42857143,9,73.28571429
17.31428571,61.71428571,88.42857143,55.28571429,10.42857143,54.64285714
17.1,61.57142857,83,62.14285714,8.285714286,70.42857143
10.87142857,43.71428571,78.42857143,59.14285714,9.285714286,70.21428571
11.92857143,48.14285714,82.28571429,60.57142857,10.14285714,69
11.7,47.57142857,83.14285714,60.28571429,9.714285714,67.57142857
13.78571429,53,91.71428571,61.42857143,9.142857143,55.35714286
10.52857143,43.42857143,86,63.42857143,9.285714286,65.92857143
12.47142857,50.57142857,81,61.57142857,9.428571429,70.28571429
11.12857143,45.57142857,84.42857143,60.85714286,9,66.07142857
11.85714286,48.71428571,81.71428571,59.42857143,9.714285714,68.42857143
14.11428571,54.28571429,82.14285714,60.71428571,9.428571429,68.71428571
13.08571429,51.71428571,79.42857143,60.14285714,9,71.35714286
9.985714286,41.85714286,76.28571429,58.85714286,9,72.57142857
13.01428571,50.85714286,84.28571429,60.57142857,9.714285714,68.21428571
10.4,43,90.71428571,49.71428571,10.85714286,44
10.04285714,41.85714286,82,57.14285714,9.714285714,61.71428571
9.842857143,41.14285714,82.57142857,51.14285714,9.285714286,59.42857143
10.14285714,39.42857143,77,57.57142857,9.428571429,73.35714286
9.957142857,41.57142857,82.71428571,49.71428571,8.428571429,59.35714286
7.285714286,30.42857143,74.57142857,56.57142857,8.571428571,72.35714286
15.01428571,54.57142857,84.28571429,50,8,56.35714286
12.52857143,47.57142857,83.28571429,44.14285714,8.142857143,45.42857143
9.357142857,38.85714286,71.28571429,43.42857143,8,58.42857143
10.04285714,41,68.85714286,39.42857143,9.428571429,56.78571429
14.54285714,53.85714286,66.57142857,38,8.857142857,58.64285714
25.78571429,80.28571429,66.71428571,53.28571429,7.428571429,80.07142857
10.92857143,39.42857143,67.85714286,33.85714286,8.571428571,48.5
6.871428571,28.57142857,66.28571429,40.42857143,9.285714286,57.28571429
9.157142857,37.85714286,61.42857143,49.28571429,7.142857143,75.78571429
8.114285714,33.71428571,66,50.85714286,8.142857143,74.85714286
10.68571429,42.85714286,64.42857143,49.28571429,9.857142857,76.5
7.428571429,31,60.71428571,40.85714286,10.14285714,65.21428571
12.87142857,49.85714286,73.14285714,40.14285714,7.428571429,50.28571429
9.057142857,35.85714286,66.71428571,56.57142857,9.142857143,85.28571429
8.6,34.85714286,66.85714286,52.57142857,9.428571429,76.85714286
6.414285714,26.85714286,64,42.14285714,10.57142857,60.57142857
6.471428571,26.85714286,71,37.71428571,9.285714286,48.85714286
11.37142857,44.42857143,80.57142857,43.28571429,8.571428571,49.92857143
20.04285714,65.85714286,79,54.14285714,8.571428571,67.35714286
6.828571429,28.57142857,72.14285714,48.71428571,12.42857143,61.5
11.68571429,47.57142857,77.42857143,46.14285714,11,52.78571429
9.485714286,38.28571429,74.71428571,48.57142857,11.14285714,57.92857143
6.6,27.57142857,74.57142857,50.42857143,12.42857143,61.78571429
11.58571429,47.71428571,81.14285714,50.14285714,10.85714286,54.14285714
9.585714286,39.57142857,84.85714286,42.85714286,12.57142857,44.14285714
10.14285714,40.57142857,70.71428571,52.42857143,9.857142857,68.92857143
10.1,41.71428571,71.42857143,50.57142857,10.14285714,62.85714286
