Daily Mean PM2.5 Concentration,Max Temp,Avg Dew Point,Max Wind Speed,Avg Humidity
1,91,54,8,46
1,87,54,5,57
1,71,56,8,72.5
1,78,53,7,61.5
1,94,60,8,57.5
1,58,39,5,61.5
1,77,59,9,75
1,69,30,6,42.5
1,80,48,10,48
1,89,46,9,47.5
1,83,59,10,61.5
1,80,60,8,70.5
1,80,51,10,59
1,87,64,9,62
1,83,64,9,73.5
1,66,46,9,66.5
1,86,62,9,67
1,96,58,8,47
1,80,59,8,63
1,87,59,8,63.5
1,80,57,8,59
1,65,47,45,72.5
1,70,36,8,42
1,64,47,12,67
1,72,50,10,65
1,72,50,9,68
1,69,54,9,70.5
1,81,38,8,40.5
1,79,55,9,64.5
1,74,56,9,70.5
1,92,63,8,55.5
1,68,55,8,76
1,70,43,8,58
1,65,44,9,62.5
1,73,55,9,67.5
1,83,53,8,57.5
1,85,22,8,22
1,85,59,10,52.5
1,78,57,7,75
1,73,56,8,75.5
1,61,52,7,81
1,84,62,10,66
1,76,51,8,59
1,75,54,9,62
1,78,55,10,64
1,87,60,6,60.5
1,100,53,9,40.5
1,76,38,6,49
1,76,38,6,49
1,81,38,9,41.5
1,71,43,6,58.5
1,79,58,7,72
1,81,60,9,73.5
1,64,28,7,42
1,77,59,9,70
1,79,47,5,64
1,86,60,14,70
1,85,63,9,67.5
1,79,44,9,54
1,79,59,8,69
1,84,54,9,55.5
1,78,57,9,64
1,83,53,9,53
1,77,58,8,73
1,80,56,9,69
1,75,53,10,65
1,82,32,6,41.5
1,82,61,9,63.5
1,82,62,8,66
1,74,57,9,70.5
1,79,61,10,70.5
1,86,64,9,74
1,78,50,9,63
1,87,58,9,52.5
1,65,44,9,60
1,70,44,10,58.5
1,94,54,8,42.5
1,81,52,8,54.5
1,78,56,8,68.5
1,97,50,6,49.5
1,77,56,12,65
1,89,55,8,55.5
1,72,44,6,58
1,81,61,12,67.5
1,84,59,9,58
1,78,61,8,71.5
1,86,53,8,52
1,84,52,9,59.5
1,81,61,9,66
1,80,61,8,67.5
1,89,62,7,63
1,65,26,7,44
1,62,48,7,74.5
1,72,59,8,79
1,86,65,8,69.5
1,86,59,10,60.5
1,97,46,9,35
1,68,44,25,55
1,63,39,7,55.5
1,69,35,10,54
1,68,36,10,54.5
1,74,50,10,63.5
1,75,54,9,67
1,69,50,7,65.5
1,86,34,17,39
1,76,52,9,63.5
1,77,55,12,66.5
1,84,62,10,70
1,86,61,9,65.5
1,69,57,8,75
1,75,37,6,41.5
1,64,47,9,64.5
1,70,47,10,60.5
1,62,42,9,59
1,78,59,9,70
1,74,59,7,79
1,82,31,8,49.5
1,91,60,9,59.5
1,90,65,8,66.5
1,80,61,9,70.5
1,72,47,6,66.5
1,68,53,8,76.5
1,86,50,8,52
1,68,51,10,66
1,94,45,0,43.5
1,86,55,9,53
1,87,43,7,41
1,74,54,9,63
1,79,59,8,69
1,65,55,6,75.5
1,90,59,8,56
1,62,45,6,64.5
1,73,53,6,60.5
1,95,60,10,54.5
1,92,65,8,66
1,86,64,9,66
1,76,59,8,71.5
1,70,36,7,51.5
1,84,40,8,44
1,89,63,9,63.5
1,73,48,9,61.5
1,74,50,10,58
1,75,54,10,65.5
1,86,55,9,54
1,76,57,8,75
1,75,34,6,42.5
1,87,58,8,55
1,92,62,9,54.5
1,92,30,13,25.5
1,82,58,10,64.5
1,79,61,9,72.5
1,84,65,8,66
1,67,46,5,64
1,92,64,8,53.5
1,87,54,9,47
1,63,35,7,49
1,78,39,6,38.5
1,78,34,10,44
1,69,46,10,56
1,89,54,10,55
1,75,57,9,67.5
1,73,53,9,69.5
1,84,60,7,62
1,79,59,9,72
1,78,46,7,53
1,80,61,9,69.5
1,78,59,8,73
1,79,60,10,67.5
1,91,64,9,62
1,81,62,9,75.5
1,63,45,13,73.5
1,65,58,8,87.5
1,76,55,9,68.5
1,92,48,8,50
1,85,61,9,64
1,66,47,9,60
1,76,42,10,51
1,83,62,8,66
1,77,41,18,49
1,74,41,7,52
1,66,44,7,62.5
1,80,58,8,71
1,81,60,8,73
1,77,57,7,72
1,58,47,7,77.5
1,69,38,7,57
1,70,38,8,61
1,80,31,7,42.5
1,59,36,7,64
1,65,32,8,45.5
1,76,57,9,67
1,96,58,9,55
1,92,64,9,64
1,75,26,7,43
1,90,41,9,41.5
1,71,47,9,56
1,98,45,10,48.5
1,73,52,10,55
1,87,63,9,69
1,97,62,9,53
1,81,62,9,70.5
1,82,60,8,67.5
1,71,39,6,59
0,80,48,10,52.5
0,75,56,10,70.5
0,86,58,10,66
0,88,36,6,34.5
0,78,57,9,67
0,80,56,9,66
0,83,52,7,49
0,113,49,4,29
0,75,51,10,52.5
0,81,59,8,63
0,89,61,8,56.5
0,84,46,8,54
0,63,43,8,66
0,63,43,8,66
0,71,25,7,43.5
0,76,41,7,49
0,71,49,12,62
0,85,42,9,44.5
0,84,65,9,71
0,83,62,10,69
0,76,49,8,62
0,80,53,8,61.5
0,88,60,9,59
0,90,52,13,49.5
0,78,49,8,55.5
0,81,39,5,39
0,73,42,10,47.5
0,86,56,10,56
0,81,54,9,56.5
0,64,50,7,74.5
0,69,55,8,77
0,67,56,9,80.5
0,77,58,9,67.5
0,71,51,7,65
0,78,43,12,53
0,71,54,8,70
0,80,46,8,54
0,70,49,5,66
0,75,52,9,67.5
0,85,55,9,56.5
0,88,60,9,62
0,84,49,7,47
0,69,38,5,57.5
0,75,55,9,70
0,82,58,8,63
0,85,55,8,50
0,84,40,7,47
0,84,59,9,63.5
0,74,57,9,67.5
0,75,57,10,65.5
0,79,54,10,60
0,77,58,8,69
0,77,60,8,76.5
0,95,63,8,53
0,69,52,6,70
0,69,55,7,76
0,66,44,7,63.5
0,78,38,8,44
0,84,63,9,71
0,86,64,8,67.5
0,95,57,9,46
0,86,53,9,54
0,84,63,10,70.5
0,88,57,10,60
0,62,44,9,67.5
0,64,50,7,72
0,76,49,14,51.5
0,61,47,12,63.5
0,83,62,8,66
0,95,44,7,37.5
0,66,49,8,68
0,78,55,5,59
0,64,53,8,75
0,80,59,9,72.5
0,89,60,8,60.5
0,89,57,7,54
0,82,62,8,66.5
0,75,54,10,60.5
0,76,50,7,59.5
0,62,46,7,70.5
0,84,58,10,66
0,80,60,12,64.5
0,79,46,10,54.5
0,76,52,12,60.5
0,82,61,7,72.5
0,78,50,9,52
0,65,49,8,71.5
0,71,44,7,52.5
0,84,39,7,40.5
0,78,56,10,67
0,71,57,6,69.5
0,84,51,6,59.5
0,66,49,9,72.5
0,99,53,7,51.5
0,63,47,6,72
0,64,41,7,59.5
0,79,46,8,57
0,82,61,8,71
0,89,64,10,60.5
0,71,51,8,62.5
0,82,61,9,69
0,74,44,9,53.5
0,85,50,7,55
0,80,62,9,69
0,93,66,9,61.5
0,86,60,9,62.5
0,82,60,8,69
0,81,27,9,31
0,80,59,5,71
0,71,40,8,51
0,68,33,9,53.5
0,68,51,9,74
0,70,51,10,62.5
0,76,40,7,44.5
0,62,46,7,68.5
0,62,46,7,68.5
0,72,57,10,72.5
0,85,63,10,69
0,83,64,12,67
0,68,21,7,35
0,83,43,10,45
0,82,60,9,64.5
0,87,62,8,70
0,95,41,9,38.5
0,66,48,8,66.5
0,67,51,8,73
0,70,35,8,52.5
0,77,57,10,70
0,79,59,9,72.5
0,64,57,9,88.5
0,79,57,9,60.5
0,80,56,9,64
0,81,57,8,66
0,83,57,8,67.5
0,85,63,10,67.5
0,79,54,9,52.5
0,61,55,8,84
0,79,62,9,69.5
0,71,43,10,55.5
0,73,46,10,54
0,74,52,9,64.5
0,79,60,9,68
0,64,45,9,62.5
0,91,45,7,40.5
0,82,59,8,68.5
0,82,60,8,72
0,92,61,0,53.5
0,84,50,7,59.5
0,62,50,8,70.5
0,77,57,10,63.5
0,88,63,9,66.5
0,75,58,8,70.5
0,91,61,12,63.5
0,76,47,6,54
0,69,40,10,50.5
0,74,54,10,66
0,81,42,8,51.5
0,75,56,9,65.5
0,77,55,8,65
0,85,56,8,63
0,74,43,10,55.5
0,83,60,9,67.5
0,64,43,9,58.5
0,81,61,10,66
0,89,44,7,48
0,85,29,7,35.5
0,75,44,7,52.5
0,75,44,7,52.5
0,76,54,9,67.5
0,96,60,8,49
0,83,62,9,73.5
0,83,61,9,70
0,83,51,9,57
0,75,55,10,70
0,74,50,7,65.5
0,96,50,9,39.5
0,72,50,9,60
0,84,59,9,59
0,91,58,7,57
0,79,55,9,60
0,71,39,10,49
0,69,23,5,36
0,78,42,10,55
0,85,57,8,64.5
0,71,48,12,58.5
0,62,22,8,34.5
0,73,40,6,54.5
0,85,27,0,27
0,72,56,10,72.5
0,101,52,9,38
0,85,54,10,63.5
0,77,58,9,71
0,77,59,10,72.5
0,92,64,9,62.5
0,89,62,9,63.5
0,68,46,12,61
0,81,59,8,64.5
0,70,45,9,54
0,71,42,8,48
0,78,58,8,68
0,85,62,8,64.5
0,58,21,10,35.5
0,83,60,10,68.5
0,69,51,9,69
0,89,60,7,62
0,66,53,7,78
0,63,50,7,77.5
0,87,62,9,63
0,82,59,8,64.5
0,79,58,9,61.5
0,87,55,8,57
0,69,47,9,61
0,84,61,9,64
0,64,53,7,74.5
0,59,26,8,39.5
0,76,58,9,71
0,78,59,9,69
0,60,45,12,62
0,84,30,7,40.5
0,80,37,9,45
0,70,50,10,62
0,80,37,8,47
0,85,31,6,30.5
0,89,49,10,49.5
0,83,60,9,67
0,79,51,8,60.5
0,90,49,9,50.5
0,94,58,12,53
0,89,58,9,59
0,85,52,9,50.5
0,95,35,9,22
0,77,53,9,63.5
0,84,60,7,66
0,78,59,12,65.5
0,69,54,7,73.5
0,74,55,10,70
0,81,29,8,46
0,83,64,9,71
0,69,54,9,77
0,72,55,10,69.5
0,62,46,9,75.5
0,85,64,9,71
0,71,49,13,62
0,85,57,9,56
0,79,30,7,36
0,73,52,0,60
0,74,54,8,64.5
0,77,58,9,69
0,71,29,6,47
0,76,53,9,65.5
0,90,62,8,50
0,88,63,7,59.5
0,99,29,9,20.5
0,66,55,12,75
0,72,52,9,70
0,72,54,19,66.5
0,75,55,10,70
0,61,57,6,87
0,92,58,10,51
0,80,62,10,70.5
0,85,64,9,72.5
0,91,64,9,61
0,83,57,9,64.5
0,78,58,8,65
0,76,57,10,70.5
0,62,43,8,65.5
0,68,50,10,62.5
0,88,45,9,46
0,60,41,7,66
0,71,41,8,52
0,81,56,8,64.5
0,68,52,7,73.5
0,77,44,6,57
0,67,41,7,60
0,71,38,2,52
0,77,56,8,68.5
0,82,40,6,48
0,62,45,7,70
0,66,49,8,68.5
0,81,35,8,48
0,76,55,6,71
0,79,57,8,68.5
0,90,61,7,58
0,68,22,7,39.5
0,66,53,12,75.5
0,85,47,8,50
0,71,48,8,61.5
0,63,29,7,48
0,77,58,9,70
0,74,52,10,66.5
0,100,56,9,49.5
0,86,60,9,62
0,83,44,10,43
0,86,60,9,62
0,72,54,9,70.5
0,70,50,9,58
0,70,46,12,61
0,78,55,10,60
0,61,41,8,61.5
0,81,53,7,65
0,89,54,9,56
0,79,58,9,67
0,74,58,12,73.5
0,66,47,7,66.5
0,78,52,9,61
0,73,55,8,70.5
0,78,58,9,70
0,93,57,8,49
0,89,64,8,61
0,58,15,7,37
0,61,30,6,45.5
0,74,57,8,70
0,82,55,10,60
0,70,43,7,57
0,76,49,8,60
0,75,55,10,71.5
0,70,51,8,68.5
0,83,63,9,73.5
0,85,63,9,65.5
0,86,52,7,53.5
0,73,52,9,69.5
0,75,57,8,75.5
0,66,50,10,76
0,89,63,8,63.5
0,61,40,7,64
0,68,46,9,61.5
0,99,54,7,45.5
0,65,45,10,60.5
0,71,52,9,65.5
0,68,60,5,78.5
0,70,56,9,78
0,64,51,8,79
0,76,54,10,65.5
0,73,57,10,75.5
0,80,60,8,70.5
0,65,49,8,72.5
0,85,65,9,74
0,71,48,6,61
0,81,61,8,70.5
0,73,53,10,65
0,96,37,8,39
0,60,44,13,58
0,85,35,6,32
0,71,55,10,69.5
0,69,54,9,72.5
0,80,57,9,70
0,82,60,7,70.5
0,75,41,9,47.5
0,77,58,9,73.5
0,82,63,9,73.5
0,80,61,8,69.5
0,88,61,10,64.5
0,83,61,9,66.5
0,93,63,12,55.5
0,65,45,9,62.5
0,70,49,8,64
0,71,47,8,58.5
0,83,29,6,31
0,60,38,8,60
0,66,46,9,58.5
0,67,52,8,83.5
0,53,45,10,76
0,76,55,5,60.5
0,79,60,10,68.5
0,80,28,5,42
0,84,63,9,71
0,86,63,12,63
0,85,37,6,34.5
0,65,45,7,69
0,81,53,9,58.5
0,96,51,10,41
0,88,61,9,60.5
0,86,64,9,68
0,68,47,10,60.5
0,96,51,12,47.5
0,84,61,9,64
0,86,60,9,58
0,87,62,8,63.5
0,85,63,9,69
0,62,28,6,40.5
0,88,30,6,27
0,72,47,10,51.5
0,91,40,8,45.5
0,67,44,10,55.5
0,71,51,8,69
0,72,52,10,67.5
0,80,57,7,67.5
0,69,37,8,56.5
0,74,56,8,68.5
0,67,54,8,74.5
0,71,50,10,60
0,85,51,9,48
0,60,37,7,61.5
0,59,40,9,62.5
0,68,45,13,57
0,78,56,9,65.5
0,69,53,7,63.5
0,85,59,9,67
0,90,59,9,58.5
0,80,60,8,72
0,78,45,8,56
0,86,63,9,62
0,86,60,8,66.5
0,86,64,9,68.5
0,94,36,9,25
0,82,61,8,64.5
0,77,29,7,31.5
0,76,56,9,67.5
0,88,43,8,34.5
0,76,52,10,63.5
0,82,56,8,64.5
0,79,18,7,19.5
0,67,53,8,76.5
0,70,47,8,59.5
0,97,41,9,36.5
0,78,57,9,67
0,80,45,9,48
0,85,64,9,67
0,84,60,10,66.5
0,66,55,9,81.5
0,90,50,12,48
0,82,61,7,67
0,81,62,10,72.5
0,94,43,7,31
0,77,36,6,44.5
0,83,60,9,64
0,82,61,8,69
0,83,61,8,67
0,79,55,9,62
0,72,52,10,73
0,79,60,8,70.5
0,90,63,9,62
0,91,57,9,50
0,72,60,7,80.5
0,88,61,10,60.5
0,92,61,8,62.5
0,72,51,9,63.5
0,89,59,12,56.5
0,88,63,9,61.5
0,65,55,7,83
0,88,40,9,45
0,65,44,12,64
0,82,61,7,66
0,92,39,6,29
0,71,44,7,52.5
0,78,53,8,62
0,69,47,8,60
0,58,51,13,80.5
0,79,44,8,55.5
0,71,51,10,69.5
0,64,38,10,50.5
0,70,54,10,73.5
0,81,16,8,20.5
0,67,45,12,53
0,80,58,10,63
0,69,50,9,64
0,74,52,10,61
0,82,61,10,68
0,84,59,8,68.5
0,83,59,10,66
0,76,57,8,68.5
0,80,60,8,73.5
0,77,39,8,43.5
0,69,52,10,70.5
0,85,47,9,50.5
0,87,53,10,55
0,68,56,4,79
0,80,59,9,71
0,83,63,10,71
0,91,62,9,60.5
0,78,59,9,64.5
0,66,29,7,46
0,65,45,10,66.5
0,76,46,15,50.5
0,64,47,8,71
0,73,55,8,63
0,76,36,9,40
0,79,49,14,53
0,81,61,9,70.5
0,79,58,9,67
0,85,58,5,62.5
0,62,48,7,69.5
0,82,42,6,56
0,73,55,8,68.5
0,88,60,8,62.5
0,71,27,10,42.5
0,81,34,6,45
0,85,29,0,33
0,81,45,9,49
0,78,60,9,74.5
0,83,63,10,70.5
0,65,27,6,47
0,86,59,8,65
0,83,59,9,66.5
0,81,58,8,67.5
0,84,60,8,69
0,87,49,9,50
0,66,39,8,48.5
0,69,45,12,58.5
0,74,47,10,56
0,80,58,9,70.5
0,78,57,8,70
0,65,31,14,48.5
0,65,31,14,48.5
0,76,32,7,50
0,76,58,8,70
0,57,31,7,52
0,94,29,10,21
0,75,55,9,70
0,77,58,9,68.5
0,82,58,10,66
0,78,59,10,66.5
0,73,53,9,68.5
0,78,57,10,66
0,70,49,9,64.5
0,78,58,8,72.5
0,85,56,10,62
0,75,57,7,75
0,79,59,8,72
0,91,54,9,48.5
0,66,43,9,66.5
0,78,47,10,59
0,88,52,8,51
0,83,39,6,37.5
0,79,52,10,59.5
0,83,60,9,69
0,79,56,16,56
0,79,57,12,60
0,70,52,9,63
0,83,59,9,64.5
0,80,52,9,57
0,66,55,7,70
0,75,53,9,65.5
0,82,39,6,40
0,57,25,10,44
0,71,48,8,69
0,73,51,12,64.5
0,92,59,9,55
0,92,59,8,51
0,59,38,12,55
0,69,47,12,66
0,77,34,7,37.5
0,71,50,9,60
0,72,52,9,65.5
0,101,60,9,44
0,73,54,12,68.5
0,57,28,6,47
0,89,35,10,42.5
0,82,28,8,43
0,68,55,8,76
0,100,52,10,50
0,75,38,31,40.5
0,58,48,15,75
0,65,41,7,62.5
0,68,33,10,43.5
0,69,43,12,57
0,73,46,13,53.5
0,67,22,7,31.5
0,67,22,7,31.5
0,82,59,8,63.5
0,94,59,9,50.5
0,92,63,8,57.5
0,61,21,9,41.5
0,85,54,9,56
0,80,27,5,35
0,78,32,5,45
0,102,30,12,18
0,69,49,9,61
0,78,59,10,76.5
0,66,41,8,54.5
0,60,43,6,69
0,72,59,8,78
0,66,48,8,64.5
0,68,46,8,64
0,70,48,12,55.5
0,83,38,9,41
0,81,39,9,47.5
0,67,20,6,35.5
0,67,54,8,71.5
0,85,44,9,47
0,77,57,8,69
0,63,25,7,39
0,68,39,8,53.5
0,73,52,9,64
0,80,64,9,73
0,78,59,9,71.5
0,74,59,8,74
0,74,48,7,65.5
0,78,49,9,58
0,80,51,9,56.5
0,78,59,10,73.5
0,81,55,8,62.5
0,85,48,7,52.5
0,80,57,9,69.5
0,90,50,8,56
0,87,45,7,42.5
0,74,44,10,49.5
0,80,57,10,69
0,81,61,0,70.5
0,75,49,7,57.5
0,66,42,9,55.5
0,76,36,31,39.5
0,76,32,6,36.5
0,70,57,7,72
0,57,52,12,83
0,80,41,5,45.5
0,60,39,8,65
0,76,52,10,64.5
0,75,50,10,59
0,92,57,8,54
0,65,49,8,71
0,84,25,9,35.5
0,80,58,9,64.5
0,79,57,9,69
0,67,51,7,68
0,73,48,8,62.5
0,78,46,7,53.5
0,83,60,9,69
0,72,51,9,61
0,86,63,10,67.5
0,99,67,10,53.5
0,77,61,8,75
0,73,31,6,39.5
0,71,55,7,70.5
0,68,51,9,69.5
0,80,46,7,58
0,70,52,6,71
0,78,60,9,75
0,64,40,8,55.5
0,73,55,10,65.5
0,90,62,8,62
0,53,39,9,67
0,62,36,9,50
0,91,48,8,44.5
0,80,43,8,49
0,84,62,8,65.5
0,91,60,8,56
0,61,31,6,50
0,77,53,9,63.5
0,72,51,16,51
0,80,62,9,72.5
0,81,62,9,77
0,79,50,14,55.5
0,84,61,8,69.5
0,79,53,9,60.5
0,81,25,7,33.5
0,72,55,10,68.5
0,80,37,29,37.5
0,61,41,6,66
0,76,52,10,66
0,71,44,7,54
0,73,55,8,72
0,90,59,10,57.5
0,98,49,8,41.5
0,77,43,7,54
0,59,43,7,69
0,74,38,7,50
0,77,59,8,75
0,90,41,9,48.5
0,79,18,5,21
0,89,60,12,54
0,93,41,9,29
0,73,39,7,49
0,68,43,9,58.5
0,80,59,9,68
0,86,63,7,60
0,79,31,8,38
0,58,37,9,66
0,68,51,8,64.5
0,79,51,7,56
0,63,49,8,72.5
0,68,44,10,55.5
0,71,45,10,59.5
0,86,58,9,63.5
0,87,59,8,56
0,76,56,9,67
0,86,60,9,65.5
0,78,31,8,31
0,76,25,8,33.5
0,86,38,7,42.5
0,57,47,10,77
0,63,27,7,39
0,76,48,8,60
0,91,46,9,48.5
0,75,47,12,58
0,87,62,9,60
0,94,64,9,57.5
0,83,60,8,58
0,96,62,9,48
0,70,35,8,44.5
0,64,19,8,33
0,78,61,9,74.5
0,90,47,9,45
0,81,47,9,51
0,82,59,8,65
0,83,64,10,71
0,71,54,8,68
0,90,56,9,47
0,74,30,12,51
0,84,57,8,50.5
0,84,38,9,46
0,65,46,12,60
0,77,40,9,35.5
0,91,59,8,51.5
0,87,44,8,48.5
0,87,56,9,57
0,92,66,12,63
0,83,66,10,71
0,83,33,7,38
0,65,42,9,57
0,85,54,12,53
0,80,29,6,34
0,66,40,12,57
0,65,42,9,55
0,70,56,6,69.5
0,71,40,30,52.5
0,65,45,9,65.5
0,65,46,8,65
0,79,58,8,67
0,93,60,7,53.5
0,76,56,8,73.5
0,80,59,9,70.5
0,63,24,7,35
0,71,49,8,70
0,65,46,5,69.5
0,77,51,9,63.5
0,74,56,9,70.5
0,77,55,9,67
0,68,55,9,74
0,85,24,9,33
0,84,45,8,52
0,91,39,8,41
0,72,56,8,69.5
0,94,37,9,37
0,80,31,7,35
0,81,30,7,28
0,75,49,10,59.5
0,70,55,8,73.5
0,83,56,8,66
0,79,58,9,68
0,77,41,8,47.5
0,74,54,7,69.5
0,80,60,8,67.5
0,67,50,12,74.5
0,79,37,6,40.5
0,89,30,7,32
0,91,60,8,57
0,94,58,8,54.5
0,72,48,8,62
0,69,50,12,67.5
0,73,55,10,66.5
0,83,60,9,69
0,73,59,7,77
0,81,56,9,61.5
0,83,47,8,59
0,75,38,8,53
0,60,45,4,73
0,82,57,10,67
0,81,61,10,66
0,83,61,9,66
0,88,40,8,39.5
0,73,46,8,57
0,63,41,13,61
0,70,55,7,69.5
0,84,60,7,61.5
0,83,60,9,69
0,62,45,7,72
0,70,46,9,66.5
0,74,56,8,65.5
0,76,58,8,69
0,78,59,8,70.5
0,79,58,8,70
0,81,20,8,23
0,80,23,9,36.5
0,70,50,13,61
0,87,60,9,62
0,80,60,7,63
0,62,54,8,92
0,62,54,8,92
0,71,50,10,66.5
0,87,59,8,63
0,82,34,8,39.5
0,71,45,9,52.5
0,78,35,8,37.5
0,62,40,8,64
0,91,46,10,40.5
0,84,61,9,64.5
0,73,57,9,73.5
0,79,57,9,67.5
0,86,58,9,60
0,103,49,9,37
0,63,41,7,63
0,98,60,9,52
0,87,61,9,61.5
0,84,60,10,64.5
0,71,39,8,48
0,75,56,9,75
0,84,62,10,67.5
0,81,60,12,72
0,79,60,10,69
0,78,58,8,68.5
0,68,24,7,34
0,78,53,8,57
0,88,48,12,47
0,96,41,9,37.5
0,72,33,8,50.5
0,78,24,8,24.5
0,69,46,12,62.5
0,85,40,10,34
0,75,53,8,62.5
0,62,54,16,82.5
0,71,58,7,74
0,68,21,7,31
0,92,51,8,50
0,69,55,7,76.5
0,85,58,10,63.5
0,76,46,8,53
0,79,35,8,44
0,60,51,3,77.5
0,74,56,9,68.5
0,78,57,8,70
0,66,27,7,46
0,66,27,7,46
0,66,13,6,25
0,82,26,0,27.5
0,67,50,8,66
0,81,41,9,49.5
0,87,63,10,66
0,85,59,8,60.5
0,77,57,10,69
0,82,42,8,36
0,77,46,10,48.5
0,81,52,12,56.5
0,84,59,10,61.5
0,94,23,8,21
0,73,58,8,74
0,93,34,9,35
0,71,28,12,32
0,84,28,8,33.5
0,59,42,39,65.5
0,69,30,9,36.5
0,61,43,10,70
0,85,57,5,56.5
0,81,48,9,55.5
0,73,55,8,67.5
0,79,56,9,68.5
0,79,58,8,69
0,86,53,0,55.5
0,86,65,9,69.5
0,98,35,9,30.5
0,57,16,12,35.5
0,77,60,8,72
0,87,60,9,64.5
0,78,29,9,42
0,66,38,7,50.5
0,75,52,10,62
0,69,50,9,66
0,88,63,7,67.5
0,80,59,9,66
0,66,40,10,53.5
0,85,68,10,71.5
0,63,45,8,64.5
0,66,48,10,72.5
0,72,47,8,60
0,74,53,9,73
0,75,57,9,70.5
0,73,56,8,68.5
0,100,56,3,51.5
0,80,61,8,69.5
0,82,61,8,66
0,88,60,10,58
0,95,59,9,46.5
0,69,45,8,60.5
0,87,34,7,29
0,77,52,8,68
0,73,55,9,73
0,86,61,10,70.5
0,71,53,10,75
0,61,34,17,49
0,70,55,9,66.5
0,82,55,8,58.5
0,74,40,8,55
0,63,46,9,69.5
0,73,56,9,70.5
0,84,61,8,67
0,67,35,16,43.5
0,68,42,9,57
0,60,43,6,66
0,61,39,10,59.5
0,75,46,14,49.5
0,81,53,9,53.5
0,84,63,9,69
0,73,40,9,51
0,83,27,6,28
0,63,38,8,53.5
0,75,57,9,67.5
0,69,38,8,50
0,76,17,6,34.5
0,90,57,8,55.5
0,86,48,9,56.5
0,77,45,9,52
0,77,46,15,46.5
0,87,44,8,46.5
0,86,32,9,28.5
0,61,34,9,50
0,68,44,10,58.5
0,90,30,14,30
0,86,60,9,62.5
0,81,60,10,69.5
0,78,59,10,69.5
0,93,58,7,50.5
0,72,28,7,36.5
0,69,45,15,54
0,83,61,10,68.5
0,77,58,9,70.5
0,88,59,12,62
0,70,56,8,75.5
0,90,48,7,51.5
0,75,33,7,44.5
0,75,53,10,63
0,89,56,9,51.5
0,82,62,9,75.5
0,79,36,6,41
0,66,50,9,68
0,79,53,8,56.5
0,81,24,12,26
0,78,23,7,29.5
0,81,47,10,46
0,72,57,8,70.5
0,90,44,10,47.5
0,74,52,10,60.5
0,71,49,10,65
0,73,51,13,63
0,72,32,7,50
0,84,59,8,61.5
0,83,42,10,41.5
0,75,38,9,39
0,80,61,9,70.5
0,71,56,9,72.5
0,82,60,9,69
0,77,57,7,71.5
0,84,61,8,72
0,78,61,10,73.5
0,82,61,10,65
0,83,24,6,24
0,70,45,10,58
0,74,52,9,63
0,77,56,8,62.5
0,85,25,7,24.5
0,81,59,10,66
0,80,32,8,41
0,69,29,7,33
0,72,45,8,51
0,82,37,7,42.5
0,66,35,3,53
0,70,52,9,66.5
0,63,50,12,66
0,77,48,8,61
0,69,53,9,75
0,77,59,8,70.5
0,99,48,5,99
0,84,61,9,64
0,72,34,8,45
0,64,55,7,83.5
0,71,47,10,57
0,80,59,12,68
0,92,35,9,43.5
0,88,44,8,50
0,72,45,10,60
0,76,60,9,70.5
0,60,44,15,67.5
0,68,24,8,38
0,75,54,10,65.5
0,75,51,10,57.5
0,76,58,8,69
0,65,46,6,63.5
0,82,54,9,57
0,63,45,8,63
0,65,49,7,64.5
0,91,35,9,39.5
0,68,48,13,65.5
0,89,38,8,33
0,65,48,8,70.5
0,73,61,9,77.5
0,85,63,9,65.5
0,89,43,7,48
0,66,47,7,66
0,78,58,10,65.5
0,72,41,7,48
0,65,36,7,51.5
0,94,45,12,36.5
0,81,62,10,73.5
0,83,64,8,75.5
0,65,45,10,67.5
0,97,48,8,43
0,77,39,7,44
0,68,42,9,52
0,82,37,9,40
0,69,54,9,72
0,63,47,7,66
0,79,44,7,58.5
0,80,45,9,48.5
0,81,39,7,54.5
0,78,56,8,70
0,88,61,9,60
0,79,63,9,75.5
0,82,62,9,70.5
0,92,37,6,37.5
0,84,60,9,66.5
0,69,56,6,81.5
0,70,49,13,59.5
0,92,59,9,54
0,60,38,9,56
0,66,48,9,50
0,82,62,7,64.5
0,64,46,8,65.5
0,67,45,9,62.5
0,91,55,12,52.5
0,60,41,8,65
0,81,35,6,36
0,67,46,10,61.5
0,79,60,8,70.5
0,81,14,7,24.5
0,62,49,8,70.5
0,87,37,9,34.5
0,80,23,6,28.5
0,84,34,9,40
0,67,48,7,64
0,71,54,9,71.5
0,81,59,10,66
0,81,58,10,63
0,90,60,8,55
0,79,60,9,73.5
0,78,50,8,62
0,88,46,9,45.5
0,96,35,10,28.5
0,78,21,7,27.5
0,94,39,10,35
0,69,44,10,49.5
0,68,49,13,64
0,52,37,9,59.5
0,70,53,10,68.5
0,68,50,12,64.5
0,76,58,8,69
0,68,53,9,72.5
0,64,46,8,70.5
0,72,50,9,63.5
0,79,56,8,66.5
0,65,49,9,67.5
0,77,60,9,75
0,77,59,9,75
0,77,33,7,35
0,81,59,8,67.5
0,86,62,10,61.5
0,66,51,8,76
0,82,62,10,69
0,65,25,6,38.5
0,82,29,7,31.5
0,74,40,9,48
0,67,26,8,35.5
0,88,35,12,29.5
0,70,46,13,58
0,68,59,6,76.5
0,84,57,9,60.5
0,80,57,6,67.5
