Avg PM2.5,Avg Max Temp,Avg Dew Temp,Avg Wind Speed,Avg Humidity
0,71.42857143,51.71428571,10.42857143,68.07142857
0,84.42857143,60.14285714,7.285714286,65.78571429
0,75,53,8.285714286,65.57142857
0,81,58.85714286,8.428571429,67.57142857
0,66.85714286,50,7.428571429,69.78571429
0,85.42857143,63.42857143,9.142857143,69
0,72.42857143,55.14285714,8.142857143,72.35714286
0,71.28571429,50.57142857,10.28571429,65.28571429
0,79.42857143,60.14285714,9,71.35714286
0,89.28571429,60.85714286,8.142857143,58.28571429
0,76.57142857,44.14285714,9.714285714,55.78571429
0,84.28571429,60.57142857,9.714285714,68.21428571
0,78.57142857,30.85714286,7,37.64285714
0,83.42857143,63.14285714,9,69.71428571
0,65,28.57142857,11.57142857,40.78571429
0,77.85714286,43.57142857,9.714285714,51.14285714
0,70.71428571,43.85714286,9.428571429,60
0,76.14285714,58.42857143,7.571428571,73.57142857
0,82.14285714,62,9.571428571,68.78571429
0,73.14285714,40.14285714,7.428571429,50.28571429
0,73.28571429,54.14285714,10.57142857,69.14285714
0,78.57142857,57.42857143,8.857142857,68
0,74.14285714,41.28571429,6.571428571,51.64285714
0,80.14285714,57.85714286,9,68.35714286
0,85,62.28571429,10,66.07142857
0,65.85714286,40.42857143,7.428571429,60.64285714
0,74.71428571,41,9.428571429,49.92857143
0,64.14285714,42.57142857,9.571428571,60.35714286
0,83.28571429,44.14285714,8.142857143,45.42857143
0,81,61.57142857,9.428571429,70.28571429
0,76.14285714,37.57142857,9.285714286,43.78571429
0,66.28571429,35.71428571,10,52.35714286
0,74.28571429,56.28571429,8.571428571,69.14285714
0,76.14285714,29.71428571,8.142857143,39.42857143
0,64.57142857,44.85714286,8.571428571,66.57142857
0,80.71428571,57.71428571,9.142857143,66.57142857
0,67.71428571,50.71428571,7.285714286,71.92857143
0,74,54.14285714,9.571428571,65.92857143
0,71.42857143,44.14285714,8.714285714,57.71428571
0,82,58.14285714,8.285714286,66.71428571
0,74.14285714,36,11,44.14285714
0,82.28571429,60.57142857,10.14285714,69
0,83.42857143,59.57142857,8.428571429,65.71428571
0,81.71428571,59.42857143,9.714285714,68.42857143
0,83.28571429,53.14285714,10,58.07142857
0,66.14285714,37.85714286,7.857142857,55.14285714
0,84.57142857,60.57142857,9.428571429,63.64285714
0,73,55,9.714285714,69.35714286
0,83.14285714,60.28571429,9.714285714,67.57142857
0,77.42857143,46.14285714,11,52.78571429
0,83.85714286,59.42857143,8.428571429,65.78571429
0,88.42857143,60,8.285714286,58.78571429
0,71.71428571,48.42857143,11.85714286,59.14285714
0,83,60.42857143,9.571428571,66.35714286
0,86,64.28571429,9.714285714,67.28571429
0,78.85714286,57.71428571,8.142857143,68.5
0,68.28571429,44.42857143,7.428571429,62.92857143
0,75.28571429,40,8.142857143,49.92857143
0,81.14285714,50.14285714,10.85714286,54.14285714
0,75.42857143,56.42857143,8.142857143,70.85714286
0,82.28571429,48.57142857,10.71428571,52.57142857
0,68.14285714,42.28571429,7.571428571,54.57142857
0,70.57142857,43.57142857,37.85714286,57.64285714
0,74.42857143,56.14285714,8.714285714,70
0,80.57142857,43.28571429,8.571428571,49.92857143
0,63.14285714,39.85714286,8.714285714,59.42857143
0,66.85714286,44.57142857,9.571428571,59.71428571
0,68.42857143,42.71428571,7.428571429,60.92857143
0,63,30,8.428571429,46.92857143
0,71.71428571,51,10,66.5
0,82.57142857,47.71428571,10,48.78571429
0,70.28571429,51.28571429,9.428571429,67.28571429
0,85.57142857,61.14285714,8.428571429,62.21428571
0,86,63.28571429,9.142857143,67.78571429
0,84.14285714,51.57142857,8.857142857,53.35714286
0,84.42857143,60.85714286,9,66.07142857
0,85,63.57142857,9,67.78571429
0,82.85714286,57.14285714,8,64.57142857
0,87.14285714,59.14285714,8.571428571,58
0,77,45.42857143,10.71428571,52.85714286
0,85.42857143,59.14285714,8.571428571,63
0,81.42857143,61.42857143,9.714285714,67.85714286
0,86.71428571,60.85714286,9,62.14285714
0,68.42857143,47.42857143,9,64.21428571
0,67.85714286,33.85714286,8.571428571,48.5
0,77,52.14285714,8.857142857,64.35714286
0,59.14285714,46.28571429,11.57142857,75
0,78.42857143,59.14285714,9.285714286,70.21428571
0,71.57142857,40.71428571,11.28571429,52.5
0,75.28571429,49.85714286,9.714285714,59.85714286
0,64.42857143,43.85714286,7.857142857,67.14285714
0,75.14285714,46.71428571,10.28571429,55.71428571
0,68.57142857,46.85714286,12.42857143,62.57142857
0,69.28571429,49.85714286,9.142857143,66.14285714
0,64.42857143,49.28571429,9.857142857,76.5
0,73,55.57142857,9,69.92857143
0,73.14285714,35.85714286,7.428571429,46.78571429
0,63.71428571,41.85714286,8.428571429,62.14285714
0,71.14285714,50,8.285714286,65
0,79,55.14285714,8.857142857,64.35714286
0,63.85714286,43.42857143,8,64.71428571
0,71,53.85714286,8.714285714,70.85714286
0,86,63.42857143,9.285714286,65.92857143
0,72.42857143,44.57142857,10.42857143,59.71428571
0,94.28571429,59,8,53.35714286
0,79.28571429,43.57142857,8,53.07142857
0,70.57142857,35.71428571,7.285714286,48.42857143
0,75.14285714,47.71428571,8.857142857,60.21428571
0,90.71428571,49.71428571,10.85714286,44
0,80.71428571,21.57142857,7.428571429,25.85714286
0,69.71428571,40.71428571,8.857142857,53.85714286
0,77.14285714,50,8,59.71428571
0,86.57142857,58.42857143,8.857142857,58.5
0,70.71428571,55.14285714,8.857142857,69
0,69.42857143,53.28571429,7.714285714,73.21428571
0,74.57142857,55.57142857,9,69.42857143
0,90,45.42857143,8.428571429,41.71428571
0,77,57.57142857,9.428571429,73.35714286
0,70.71428571,52.42857143,9.857142857,68.92857143
0,86.57142857,55.42857143,6.571428571,66.92857143
0,73.28571429,55.28571429,8.714285714,70.21428571
0,71.42857143,50.57142857,10.14285714,62.85714286
0,82,57.14285714,9.714285714,61.71428571
0,68.85714286,39.42857143,9.428571429,56.78571429
0,84.57142857,37.57142857,9.714285714,39.28571429
0,60.57142857,53.14285714,9.571428571,86.57142857
0,66.42857143,41.42857143,10.14285714,55.57142857
0,68.57142857,40.57142857,8.428571429,60.5
0,76.28571429,58.85714286,9,72.57142857
0,82.71428571,49.71428571,8.428571429,59.35714286
0,77,57.42857143,8.857142857,68.92857143
0,77.14285714,59.57142857,8.428571429,73.78571429
0,82.57142857,51.14285714,9.285714286,59.42857143
0,80,46,9.428571429,49
0,70.42857143,48.14285714,9.428571429,65.85714286
0,69.42857143,42.85714286,11,56.64285714
0,57.57142857,34.28571429,10.42857143,54.5
0,65.14285714,47.71428571,9.571428571,71.28571429
0,69.14285714,41.14285714,9.428571429,54.71428571
0,63.14285714,45.28571429,5.857142857,66.42857143
0,84.85714286,42.85714286,12.57142857,44.14285714
0,82.42857143,59.42857143,8.714285714,63.92857143
0,82.71428571,59.71428571,9.142857143,66.21428571
0,73,48,12.28571429,57.21428571
0,74.71428571,48.57142857,11.14285714,57.92857143
0,73.28571429,39.14285714,9.285714286,54.71428571
0,71.28571429,54.28571429,8.857142857,69.71428571
0,61.71428571,39.42857143,9.285714286,61.71428571
0,79.14285714,58.71428571,8.857142857,67.21428571
0,91,62.14285714,9,57.28571429
0,75.14285714,30,9.857142857,37.57142857
0,71.28571429,43.42857143,8,58.42857143
0,81.71428571,51,11,53.64285714
0,71.57142857,54.42857143,8.571428571,68.71428571
0,76.14285714,58.57142857,8.857142857,70
0,77.71428571,59.85714286,9.285714286,69.21428571
0,84,27.42857143,7.142857143,25.57142857
0,61.42857143,49.28571429,7.142857143,75.78571429
0,74.85714286,42.42857143,10.28571429,54.71428571
0,83,41.71428571,10.57142857,44
0,72.28571429,56.42857143,9,73.28571429
0,80,43.71428571,8.142857143,50.14285714
0,66.71428571,56.57142857,9.142857143,85.28571429
0,76.42857143,34.42857143,7.285714286,39.64285714
0,73.71428571,49.14285714,10.57142857,60
0,75.42857143,46.28571429,7.571428571,54.71428571
0,73.28571429,50.42857143,11.28571429,61.21428571
0,61.28571429,45.71428571,8.714285714,72.78571429
0,81,61.14285714,8.571428571,66.71428571
0,64.85714286,33.57142857,9.142857143,48.35714286
0,66.85714286,52.57142857,9.428571429,76.85714286
0,72.85714286,30.85714286,8.285714286,43.64285714
0,76,55.57142857,8.857142857,66.35714286
0,62.14285714,36.14285714,9.714285714,57.57142857
0,66,41.14285714,10.71428571,55.21428571
0,63.71428571,42.14285714,9.428571429,59.85714286
0,74.28571429,32.57142857,9,40.35714286
0,66,50.85714286,8.142857143,74.85714286
0,76.28571429,54.71428571,9.714285714,64.5
0,66.57142857,48.71428571,8.285714286,69.35714286
0,67.85714286,49,10.71428571,65.07142857
0,63,36.14285714,7.428571429,53
0,69.57142857,28.57142857,7.285714286,38.64285714
0,59,39,6.571428571,64.71428571
0,78,42.14285714,9.428571429,47.85714286
0,64.71428571,44.28571429,9.714285714,64
0,71.28571429,51.57142857,9,67.21428571
0,70.85714286,48.71428571,9,62.85714286
0,60.71428571,40.85714286,10.14285714,65.21428571
0,74.57142857,56.57142857,8.571428571,72.35714286
0,66.28571429,40.42857143,9.285714286,57.28571429
0,72.14285714,48.71428571,12.42857143,61.5
0,71.14285714,51.14285714,10.85714286,63.28571429
0,84.57142857,65,10.28571429,70.5
0,63.71428571,34,10.42857143,46.35714286
0,74.57142857,50.42857143,12.42857143,61.78571429
0,71,37.71428571,9.285714286,48.85714286
0,64,42.14285714,10.57142857,60.57142857
0,73,29,8.428571429,35.14285714
0,79.14285714,44,8.285714286,47.21428571
0,69.14285714,52.85714286,9.142857143,69.28571429
0,66.85714286,46.57142857,8.571428571,64.28571429
0,72.42857143,53.28571429,9,65.35714286
