"Date	AQS_SITE_ID	POC	Daily Mean PM2.5 Concentration	UNITS	DAILY_AQI_VALUE	DAILY_OBS_COUNT	PERCENT_COMPLETE	AQS_PARAMETER_CODE	AQS_PARAMETER_DESC	CBSA_CODE	CBSA_NAME	STATE_CODE	STATE	COUNTY_CODE	COUNTY	SITE_LATITUDE	SITE_LONGITUDE	MAX_TEMP	AVG_TEMP	MIN_TEMP",
"5/11/2017	60371103	1	8.6	ug/m3 LC	36	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	71	65	58"
"5/12/2017	60371103	1	14.1	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	67	59"
"5/13/2017	60371103	1	9	ug/m3 LC	38	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	66	57"
"5/14/2017	60371103	1	12	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	65	57"
"5/15/2017	60371103	1	8.2	ug/m3 LC	34	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	67	62	57"
"5/16/2017	60371103	1	10	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	70	63	55"
"5/17/2017	60371103	1	8.8	ug/m3 LC	37	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	70	64	58"
"5/18/2017	60371103	1	10.7	ug/m3 LC	45	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	66	57"
"5/19/2017	60371103	1	11.2	ug/m3 LC	47	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	74	60"
"5/20/2017	60371103	1	10.4	ug/m3 LC	43	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	94	79	63"
"5/21/2017	60371103	1	11.6	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	75	63"
"5/22/2017	60371103	1	12.6	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	71	60"
"5/23/2017	60371103	1	11.4	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	71	59"
"5/24/2017	60371103	1	15.1	ug/m3 LC	57	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	68	59"
"5/25/2017	60371103	1	5.1	ug/m3 LC	21	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	68	65	61"
"5/26/2017	60371103	1	4.3	ug/m3 LC	18	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	67	61"
"5/27/2017	60371103	1	5.6	ug/m3 LC	23	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	65	58"
"5/28/2017	60371103	1	8.5	ug/m3 LC	35	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	69	59"
"5/29/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	68	63	60"
"5/30/2017	60371103	1	14.4	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	67	62"
"5/31/2017	60371103	1	15.5	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	69	66	62"
"6/1/2017	60371103	1	9.9	ug/m3 LC	41	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	68	62"
"6/2/2017	60371103	1	14	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	70	62"
"6/3/2017	60371103	1	19	ug/m3 LC	66	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	80	72	63"
"6/4/2017	60371103	1	20.8	ug/m3 LC	69	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	69	63"
"6/5/2017	60371103	1	16.3	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	76	70	63"
"6/6/2017	60371103	1	17.8	ug/m3 LC	63	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	73	69	64"
"6/7/2017	60371103	1	12.2	ug/m3 LC	51	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	68	63"
"6/8/2017	60371103	1	5.4	ug/m3 LC	23	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	70	66	61"
"6/9/2017	60371103	1	6	ug/m3 LC	25	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	69	60"
"6/10/2017	60371103	1	5.5	ug/m3 LC	23	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	69	63"
"6/11/2017	60371103	1	5.6	ug/m3 LC	23	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	72	67	61"
"6/12/2017	60371103	1	8.3	ug/m3 LC	35	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	74	67	60"
"6/13/2017	60371103	1	11.1	ug/m3 LC	46	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	71	60"
"6/14/2017	60371103	1	14.8	ug/m3 LC	57	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	74	62"
"6/15/2017	60371103	1	16.9	ug/m3 LC	61	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	75	63"
"6/16/2017	60371103	1	14.8	ug/m3 LC	57	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	76	64"
"6/17/2017	60371103	1	13.5	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	75	64"
"6/19/2017	60371103	1	11.9	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	74	63"
"6/20/2017	60371103	1	10.6	ug/m3 LC	44	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	74	63"
"6/21/2017	60371103	1	12.9	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	73	64"
"6/22/2017	60371103	1	12.1	ug/m3 LC	51	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	73	65"
"6/23/2017	60371103	1	10.6	ug/m3 LC	44	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	64"
"6/24/2017	60371103	1	8.7	ug/m3 LC	36	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	70	62"
"6/25/2017	60371103	1	13.2	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	76	64"
"6/26/2017	60371103	1	13.8	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	94	81	67"
"6/27/2017	60371103	1	10.7	ug/m3 LC	45	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	89	77	64"
"6/28/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	80	72	63"
"6/29/2017	60371103	1	26.6	ug/m3 LC	81	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	64"
"6/30/2017	60371103	1	14	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	70	63"
"7/1/2017	60371103	1	16.4	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	75	69	63"
"7/2/2017	60371103	1	11.7	ug/m3 LC	49	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	73	64"
"7/3/2017	60371103	1	12.6	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	74	63"
"7/4/2017	60371103	1	54.9	ug/m3 LC	149	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	73	63"
"7/5/2017	60371103	1	22.3	ug/m3 LC	72	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	75	64"
"7/6/2017	60371103	1	13.1	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	77	66"
"7/7/2017	60371103	1	17.2	ug/m3 LC	62	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	96	82	68"
"7/8/2017	60371103	1	18.6	ug/m3 LC	65	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	98	85	72"
"7/9/2017	60371103	1	16.1	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	96	84	72"
"7/10/2017	60371103	1	14	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	92	81	70"
"7/11/2017	60371103	1	8.4	ug/m3 LC	35	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	68"
"7/12/2017	60371103	1	8.2	ug/m3 LC	34	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	75	67"
"7/13/2017	60371103	1	10	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	66"
"7/14/2017	60371103	1	10	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	74	65"
"7/15/2017	60371103	1	14	ug/m3 LC	55	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	89	78	66"
"7/16/2017	60371103	1	16.3	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	79	70"
"7/17/2017	60371103	1	15.6	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	78	69"
"7/18/2017	60371103	1	13.6	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	76	67"
"7/19/2017	60371103	1	13	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	67"
"7/20/2017	60371103	1	13.4	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	89	79	68"
"7/21/2017	60371103	1	14.4	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	76	67"
"7/22/2017	60371103	1	15.3	ug/m3 LC	58	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	67"
"7/23/2017	60371103	1	13.1	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	68"
"7/24/2017	60371103	1	9.5	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	77	68"
"7/25/2017	60371103	1	6.5	ug/m3 LC	27	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	75	68"
"7/26/2017	60371103	1	5.6	ug/m3 LC	23	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	75	68"
"7/27/2017	60371103	1	7	ug/m3 LC	29	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	67"
"7/28/2017	60371103	1	10.8	ug/m3 LC	45	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	75	66"
"7/29/2017	60371103	1	12	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	67"
"7/30/2017	60371103	1	10	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	66"
"7/31/2017	60371103	1	10.7	ug/m3 LC	45	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	74	66"
"8/1/2017	60371103	1	13.6	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	91	80	69"
"8/2/2017	60371103	1	14.5	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	93	84	74"
"8/3/2017	60371103	1	11.6	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	92	83	74"
"8/4/2017	60371103	1	8.1	ug/m3 LC	34	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	79	71"
"8/5/2017	60371103	1	9.5	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	79	70"
"8/6/2017	60371103	1	9.5	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	76	68"
"8/7/2017	60371103	1	11.7	ug/m3 LC	49	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	67"
"8/8/2017	60371103	1	16.3	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	78	68"
"8/9/2017	60371103	1	14.7	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	75	66"
"8/10/2017	60371103	1	13.7	ug/m3 LC	54	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	76	67"
"8/11/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	66"
"8/12/2017	60371103	1	18.2	ug/m3 LC	64	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	75	65"
"8/13/2017	60371103	1	15.9	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	84	75	65"
"8/14/2017	60371103	1	12.9	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	74	66"
"8/15/2017	60371103	1	7.2	ug/m3 LC	30	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	77	72	67"
"8/16/2017	60371103	1	9.6	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	80	74	67"
"8/17/2017	60371103	1	11.4	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	73	65"
"8/18/2017	60371103	1	10.4	ug/m3 LC	43	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	73	65"
"8/19/2017	60371103	1	11.4	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	67"
"8/20/2017	60371103	1	10.6	ug/m3 LC	44	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	75	68"
"8/21/2017	60371103	1	8.7	ug/m3 LC	36	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	75	67"
"8/22/2017	60371103	1	10.1	ug/m3 LC	42	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	82	74	66"
"8/23/2017	60371103	1	14.3	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	73	67"
"8/24/2017	60371103	1	16.6	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	74	68"
"8/25/2017	60371103	1	20.4	ug/m3 LC	68	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	81	75	68"
"8/26/2017	60371103	1	16.3	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	87	78	68"
"8/27/2017	60371103	1	10.4	ug/m3 LC	43	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	67"
"8/28/2017	60371103	1	16.1	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	88	78	67"
"8/29/2017	60371103	1	21.5	ug/m3 LC	71	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	96	83	70"
"8/30/2017	60371103	1	18.9	ug/m3 LC	65	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	92	82	71"
"8/31/2017	60371103	1	16.9	ug/m3 LC	61	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	102	88	74"
"9/1/2017	60371103	1	16.6	ug/m3 LC	60	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	102	89	76"
"9/2/2017	60371103	1	17.5	ug/m3 LC	62	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	100	89	78"
"9/3/2017	60371103	1	12	ug/m3 LC	50	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	99	88	76"
"9/4/2017	60371103	1	11	ug/m3 LC	46	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	79	73"
"9/5/2017	60371103	1	11.6	ug/m3 LC	48	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	77	71"
"9/6/2017	60371103	1	14.4	ug/m3 LC	56	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	77	70"
"9/7/2017	60371103	1	16	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	86	77	67"
"9/8/2017	60371103	1	15.8	ug/m3 LC	59	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	85	76	67"
"9/9/2017	60371103	1	13.2	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	83	75	67"
"9/10/2017	60371103	1	12.7	ug/m3 LC	52	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	91	79	67"
"9/11/2017	60371103	1	13.2	ug/m3 LC	53	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	93	82	71"
"9/12/2017	60371103	1	9.6	ug/m3 LC	40	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	79	73	67"
"9/13/2017	60371103	1	8	ug/m3 LC	33	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	72	66"
"9/14/2017	60371103	1	6.7	ug/m3 LC	28	1	100	88101	PM2.5 - Local Conditions	31080	""Los Angeles-Long Beach-Anaheim"," CA""	6	California	37	Los Angeles	34.06659	-118.22688	78	71	64"
